sha256,folder,source,name,path,category,arch,elf_type,pie,linkage,size
78e1b41b90df538fdc00146c97f6d2367937bc6bfeb8fa09d8220a377e71f130,Benign_alp319_fileio,alp319,sqlite3,/usr/bin/sqlite3,fileio,x86-64,DYN,yes,dynamic,1715352
6b57cefe81448fbf6f2266e7fc01de74441faca58f6ba4c935b128f7e76c00f4,Benign_alp319_fileio,alp319,unzip,/usr/bin/unzip,fileio,x86-64,DYN,yes,dynamic,194456
c48ffb50abd45a492f6cfbe44f6ad8ab04b0f75413632634c08ecd2b99891b14,Benign_alp319_fileio,alp319,xz,/usr/bin/xz,fileio,x86-64,DYN,yes,dynamic,80352
c09f42b9e61de2ebc19b06e9131a66ecb1c736001c07e9ed3a64386dc86985c9,Benign_alp319_fileio,alp319,zip,/usr/bin/zip,fileio,x86-64,DYN,yes,dynamic,162856
f0da94c042933365629893956929c79bf01df86448b13ab9ec424d77bdacd308,Benign_alp319_fileio,alp319,zstd,/usr/bin/zstd,fileio,x86-64,DYN,yes,dynamic,166080
949b4b282d37f19ff43db7b17eb3ea24c27813d625dbd30319fb4627d1a52093,Benign_alp319_general,alp319,afalg.so,/usr/lib/engines-3/afalg.so,general,x86-64,DYN,no,static,18488
78d51908eec67c5f430ba279821b0b91d2fe719335882b229bb5f456df53bb76,Benign_alp319_general,alp319,lzmadec,/usr/bin/lzmadec,general,x86-64,DYN,yes,dynamic,14248
45c4592cc6f185ba2b0da40b1e735089b8fada9babbef019618856b7165b89f4,Benign_alp319_general,alp319,gpgtar,/usr/bin/gpgtar,general,x86-64,DYN,yes,dynamic,93752
8ab43907e8714d214112a3fee38261276565503e59c909ade2216b03326ed0a5,Benign_alp319_general,alp319,funzip,/usr/bin/funzip,general,x86-64,DYN,yes,dynamic,26464
2c37a4850d78f6dee0322c9754b414d9bf23a29f6996a47f6e642c7decac4f21,Benign_alp319_general,alp319,libattr.so.1.1.2501,/lib/libattr.so.1.1.2501,general,x86-64,DYN,no,static,22304
e8d075ebf015a45b06a22ac60004a79c0950b67859a4178611a8b1c0a9030785,Benign_alp319_general,alp319,libnpth.so.0.1.2,/usr/lib/libnpth.so.0.1.2,general,x86-64,DYN,no,static,18208
29ba370baccf538ea8c0ab47c443a1a938e0bedac6ca68caed21530da0f9ed7a,Benign_alp319_general,alp319,gpg-wks-client,/usr/bin/gpg-wks-client,general,x86-64,DYN,yes,dynamic,171264
974017b0aea5ea7129842a1f3592075c49bc2eefec9cf5c781ef2249fca1cb50,Benign_alp319_general,alp319,gpg-card,/usr/bin/gpg-card,general,x86-64,DYN,yes,dynamic,203896
9445199d9af8db3d2957618be26cbb7163f4aae25990e47a07d6d625fad9cc5f,Benign_alp319_general,alp319,libnghttp2.so.14.25.1,/usr/lib/libnghttp2.so.14.25.1,general,x86-64,DYN,no,static,141112
619c8742292ff638f52add0f960af0c108e3aaaab4639dffc678c5c9ef6e8650,Benign_alp319_general,alp319,git-remote-http,/usr/libexec/git-core/git-remote-http,general,x86-64,DYN,yes,dynamic,601304
5b989c4826531c4c65ee0709105fec775dd6943d9d07495e5c3166ae09464d90,Benign_alp319_general,alp319,libpsl.so.5.3.5,/usr/lib/libpsl.so.5.3.5,general,x86-64,DYN,no,static,75552
39297b8c246a8de5084cbfb02b816f26cf51045bba6ae4584324f8c999fddeb6,Benign_alp319_general,alp319,libexpat.so.1.11.1,/usr/lib/libexpat.so.1.11.1,general,x86-64,DYN,no,static,136920
0598aefe1a9ca170cb49e94d7b1c866646c02502b5e503e752007c1247394592,Benign_alp319_general,alp319,libsasl2.so.3.0.0,/usr/lib/libsasl2.so.3.0.0,general,x86-64,DYN,no,static,105040
61b705f29182bc31387d271632aed480b72539e4304d9c8c2cb94ab2a202068d,Benign_alp319_general,alp319,libcurl.so.4.8.0,/usr/lib/libcurl.so.4.8.0,general,x86-64,DYN,no,static,680400
6ad5fae89cd3e171b89763ccd38125926cf474419898eda338e0f9a4b8749b2a,Benign_alp319_general,alp319,unzipsfx,/usr/bin/unzipsfx,general,x86-64,DYN,yes,dynamic,92056
53c54579d2bfe725762002b333d2b8c45c42500bb1c6a1c1a542be19d7cdcfcc,Benign_alp319_general,alp319,libhogweed.so.6.8,/usr/lib/libhogweed.so.6.8,general,x86-64,DYN,no,static,280512
97b1a94b98224024866fcdbdbbed7c023809a5d9d1a93c8cdfbee6d7e23c43a2,Benign_alp319_general,alp319,integritysetup,/sbin/integritysetup,general,x86-64,DYN,yes,dynamic,47744
f62764878d15b9e39b205b3042cc7c96be67409894b3dbd9d0ba7ae5d50f8c5f,Benign_alp319_general,alp319,zipcloak,/usr/bin/zipcloak,general,x86-64,DYN,yes,dynamic,73176
85843d8e70d57301b20046308d9d8525b2d2d3ffde665345de7e5bd6371b2bc1,Benign_alp319_general,alp319,7zz,/usr/bin/7zz,general,x86-64,DYN,yes,dynamic,1706416
7d17b6c3618de288044d64330b09d92a849ed3be4e99e06568477c61112ce838,Benign_alp319_general,alp319,libbrotlienc.so.1.1.0,/usr/lib/libbrotlienc.so.1.1.0,general,x86-64,DYN,no,static,739488
dab95aad416b8a156e2d85920d3c6cb5a8a25b0dcb0d372f1e57e0f11af30bd9,Benign_alp319_general,alp319,keyboxd,/usr/libexec/keyboxd,general,x86-64,DYN,yes,dynamic,228584
24e8481e7827130f18aaa8616fddb97aa072ca8b22a9b21eae79d7cd13924450,Benign_alp319_general,alp319,gpg-check-pattern,/usr/libexec/gpg-check-pattern,general,x86-64,DYN,yes,dynamic,76064
fe3083a3593afd5f13d2a9a5c2e5327e27124af8dec114da9f9b505c14c6497d,Benign_alp319_general,alp319,dirmngr,/usr/bin/dirmngr,general,x86-64,DYN,yes,dynamic,481728
53dbf4891b026c55d1ac9f83a6efd6bc2dcc4799b2922e403ed27fa9ef809d83,Benign_alp319_general,alp319,getent,/usr/bin/getent,general,x86-64,DYN,yes,dynamic,44904
d163787b118def95ce93fc9217002534c09df143bf1100a27916f404c23cc05d,Benign_alp319_general,alp319,libnettle.so.8.8,/usr/lib/libnettle.so.8.8,general,x86-64,DYN,no,static,309216
1c2338ecfdc771a38c9f9d1386decde19f156d2d1a457322a9a2fd4539070a5f,Benign_fc40_fileio,fc40,bzip2,/usr/bin/bzip2,fileio,x86-64,DYN,yes,dynamic,40896
07b79c16f78ad045f1e4387c5fba4dbe04f9cb6b26e34288efcfc5a0d018c7a2,Benign_fc40_fileio,fc40,cp,/usr/bin/cp,fileio,x86-64,DYN,yes,dynamic,153160
0c683abfc846a67a8984cbff3f7d87f49d538960b094775dde470a4d92841520,Benign_fc40_fileio,fc40,cpio,/usr/bin/cpio,fileio,x86-64,DYN,yes,dynamic,144360
eec535078997e6ab9d3960a59ae5173c77c921f15809b4b73a332693a4124b2d,Benign_fc40_fileio,fc40,dd,/usr/bin/dd,fileio,x86-64,DYN,yes,dynamic,78344
ffe75f41e0ac38488f66f45b38b4283a81b9661d28728a1656360c1fd7f9a263,Benign_fc40_fileio,fc40,find,/usr/bin/find,fileio,x86-64,DYN,yes,dynamic,201120
56815bbe40d745d62fe2164672ed0a055345ff6924c302ef268efbea1d56bd45,Benign_fc40_fileio,fc40,git,/usr/bin/git,fileio,x86-64,DYN,yes,dynamic,4479576
bf580b134f0ec73273ecf0a72dd68ff022afb89703e8055b242194f0b3120fa3,Benign_fc40_fileio,fc40,gpg,/usr/bin/gpg,fileio,x86-64,DYN,yes,dynamic,1150104
02ee90fe3d39f83b19cd4b52d6abcfdf7efb913bae4be31e1fb177f05d58ee93,Benign_fc40_fileio,fc40,gpg-agent,/usr/bin/gpg-agent,fileio,x86-64,DYN,yes,dynamic,372064
f5f0f4ae42741822df6a7f5153b46b18c5182d4d81ed5cbd3d246dd63afe3e8e,Benign_fc40_fileio,fc40,gpgconf,/usr/bin/gpgconf,fileio,x86-64,DYN,yes,dynamic,112608
e56648903a3e7bd75bc957455e0d02a254d6efffbb6801c5d98d6dc6cb075481,Benign_fc40_fileio,fc40,gzip,/usr/bin/gzip,fileio,x86-64,DYN,yes,dynamic,95768
624f23f5aea8dfe4f9148441460e0cf960be984f65367843110d6fb2d143b5b5,Benign_fc40_fileio,fc40,install,/usr/bin/install,fileio,x86-64,DYN,yes,dynamic,157352
c9ce8daa0104edc0706747852365fd8d0ddea30a826020aa0988767924533133,Benign_fc40_fileio,fc40,lz4,/usr/bin/lz4,fileio,x86-64,DYN,yes,dynamic,177032
e38a96730b0d5ef3533d90d3d3f5ee6f02c54f0d85e68d5e0d56b1d50049e442,Benign_fc40_fileio,fc40,mv,/usr/bin/mv,fileio,x86-64,DYN,yes,dynamic,144904
69f3899b59da4573f11a79a66a2e09823a2e9c286554c75a6fecf8c4d80cfebd,Benign_fc40_fileio,fc40,openssl,/usr/bin/openssl,fileio,x86-64,DYN,yes,dynamic,938288
0e42c6944843feddaafd776bf417eacdd4c6ef3cc89824ee3bda1e0a20123b73,Benign_fc40_fileio,fc40,rename,/usr/bin/rename,fileio,x86-64,DYN,yes,dynamic,24344
e362663d4137dfe459d510ea4506cdea8891c02f9c7ea82e900c5aec67bfe7cc,Benign_fc40_fileio,fc40,rm,/usr/bin/rm,fileio,x86-64,DYN,yes,dynamic,62064
c8024c2bceba42d3b724a2e5a57c9de37541d2b855fdb26fcae437e9ad0da74b,Benign_fc40_fileio,fc40,rsync,/usr/bin/rsync,fileio,x86-64,DYN,yes,dynamic,566592
8db58f4afbd70128b0f451262f3ebda4e0e9630eee5f881a7a75a81b5a853bea,Benign_fc40_fileio,fc40,sed,/usr/bin/sed,fileio,x86-64,DYN,yes,dynamic,124280
24793920a443246a2d44884376f1ced7b9a8f030a780b95841f49129303abc98,Benign_fc40_fileio,fc40,shred,/usr/bin/shred,fileio,x86-64,DYN,yes,dynamic,57632
c7dd02c1add80888a667096318065006581e81987965170c432fd7807ba8e9ae,Benign_fc40_fileio,fc40,shuf,/usr/bin/shuf,fileio,x86-64,DYN,yes,dynamic,53632
8604c619facfd531bccbc9dbe6b6ea8b811b6a38a0b44437f42fa9de92e11e9e,Benign_fc40_fileio,fc40,sort,/usr/bin/sort,fileio,x86-64,DYN,yes,dynamic,120408
3c38d97437247770449d403299cfc37e7a9bcf2e0dd2b70e7f5093fc9f077695,Benign_fc40_fileio,fc40,split,/usr/bin/split,fileio,x86-64,DYN,yes,dynamic,62096
460b39a8abedec5d7861afda9e357904e4f4fda2bcfe4b2431604a80d4a0816b,Benign_fc40_fileio,fc40,sqlite3,/usr/bin/sqlite3,fileio,x86-64,DYN,yes,dynamic,1837736
c05d443f339d411f6c042eb1687dacf37c752335f23adfd6e24930310db2c512,Benign_fc40_fileio,fc40,tar,/usr/bin/tar,fileio,x86-64,DYN,yes,dynamic,423744
60e08e2b31c577e7a326d972ff532d69d520b581e1550d201a0f6fa285e316a7,Benign_fc40_fileio,fc40,tee,/usr/bin/tee,fileio,x86-64,DYN,yes,dynamic,41088
a8bdeb509e36090f685b139fe2bd9333bf3c75a1ce85d9ebfae2b7ae2a0cbaf8,Benign_fc40_fileio,fc40,truncate,/usr/bin/truncate,fileio,x86-64,DYN,yes,dynamic,40968
102244fcb73c1cd1c6978d316e8caea7c8fca1717d7d1d20887d0f41e8a48501,Benign_fc40_fileio,fc40,unzip,/usr/bin/unzip,fileio,x86-64,DYN,yes,dynamic,193104
d8b4a78c274ebe312667bc2834a9bc5ea443965c6558296786984ad73a12a361,Benign_fc40_fileio,fc40,xz,/usr/bin/xz,fileio,x86-64,DYN,yes,dynamic,91200
d9e37b76faef5044e8f394a1987e65d7c5c236a8fea80e000e8b3d79fce13f73,Benign_fc40_fileio,fc40,zip,/usr/bin/zip,fileio,x86-64,EXEC,no,dynamic,215328
4a6e288083cced294c2a0d823f387fbebe9f54984cccdfb2bdc2c54a0e246433,Benign_fc40_fileio,fc40,zstd,/usr/bin/zstd,fileio,x86-64,DYN,yes,dynamic,918928
32cf6469df20a802b5aa2e4eb23ecc02903f86d0f5f733f4302a28da3ddf0349,Benign_fc40_fileio,fc40,7za,/usr/libexec/p7zip/7za,fileio,x86-64,DYN,yes,dynamic,1339760
4b109b99414e3363ee425c6a225ddeb4432fc0993f7e58b7c74575c7890c825b,Benign_fc40_fileio,fc40,cryptsetup,/usr/sbin/cryptsetup,fileio,x86-64,DYN,yes,dynamic,222080
998901f8349f249425c429ea88e2d782dcc68a42ea9ca68a1e90c2cb968ed327,Benign_fc40_general,fc40,_blake2.cpython-312-x86_64-linux-gnu.so,/usr/lib64/python3.12/lib-dynload/_blake2.cpython-312-x86_64-linux-gnu.so,general,x86-64,DYN,no,static,37824
2f1403fd6c8db55763415dfd74b094f68d2460c601b931643f0607ae31c5feff,Benign_fc40_general,fc40,scalar.so,/usr/lib64/perl5/auto/PerlIO/scalar/scalar.so,general,x86-64,DYN,no,static,19672
75e813e18daf447ac3bc00986c4b23460294e81d5ecc9a711a7719820cbbe896,Benign_fc40_general,fc40,portablectl,/usr/bin/portablectl,general,x86-64,DYN,yes,dynamic,65928
05fe2e1c4a3d2dc7865e95ac94480745c66ef6b1d13f3c2a40ffce48ca15dc1a,Benign_fc40_general,fc40,tic,/usr/bin/tic,general,x86-64,DYN,yes,dynamic,94624
2640207eba1da16d2dfd63face812241c60681507e24933398ee9777c8c1816d,Benign_fc40_general,fc40,libmenuw.so.6.4,/usr/lib64/libmenuw.so.6.4,general,x86-64,DYN,no,static,41248
4dead90e876feee0077f8728b2f88504f544696ccb5abb476c57a5b094e3d7bf,Benign_fc40_general,fc40,_sqlite3.cpython-312-x86_64-linux-gnu.so,/usr/lib64/python3.12/lib-dynload/_sqlite3.cpython-312-x86_64-linux-gnu.so,general,x86-64,DYN,no,static,126096
a95c3b360c915189e9df4dbfcfef4860f3f7a4a912f257948bc1c837b6d013d8,Benign_fc40_general,fc40,pam_postgresok.so,/usr/lib64/security/pam_postgresok.so,general,x86-64,DYN,no,static,15600
60ea6d898dd92fa9c417f33b9b76c884463518251ba9a663aa3edb8edbfe615e,Benign_fc40_general,fc40,systemd-getty-generator,/usr/lib/systemd/system-generators/systemd-getty-generator,general,x86-64,DYN,yes,dynamic,24440
448030b7c0440da45330c93f7d5e7d896d4074efd3bbf1d2f66706d365df7bc0,Benign_fc40_general,fc40,lsblk,/usr/bin/lsblk,general,x86-64,DYN,yes,dynamic,156976
415936ab7b3c35a86045f8ba6a1a8fd5137330e348705a8f5a5a308002b4c66d,Benign_fc40_general,fc40,join,/usr/bin/join,general,x86-64,DYN,yes,dynamic,57576
e844bdf5a0abf1a7fe88ae36bc5fc56eb44290448161106fc9ef2014d8c0fc0b,Benign_fc40_general,fc40,taskset,/usr/bin/taskset,general,x86-64,DYN,yes,dynamic,32664
2396c43bbb8b91da342ba37737fd5633230c5032aa8f5a6ad274def2a0a6a135,Benign_fc40_general,fc40,gdbmtool,/usr/bin/gdbmtool,general,x86-64,DYN,yes,dynamic,136848
61d5a4c1e24aca0074c673cc791cf9945c1f138c9a9e68f0fc191803168201cc,Benign_fc40_general,fc40,pwhistory_helper,/usr/sbin/pwhistory_helper,general,x86-64,DYN,yes,dynamic,24288
021ce5e853f281a24079b6b3c3087bbd3ba5398e0920cf42618c6d3101686c83,Benign_fc40_general,fc40,gdbm_load,/usr/bin/gdbm_load,general,x86-64,DYN,yes,dynamic,37664
9e2bdb2dec6d32afb0c72b1eab5384d060a1c0f3fdce23fe29485242bb577e03,Benign_fc40_general,fc40,sleep,/usr/bin/sleep,general,x86-64,DYN,yes,dynamic,36872
ce1f0ab39bb8a91e1addfb2a0a792017a0e2cbe407943b691e258765af828990,Benign_fc40_general,fc40,glib-compile-schemas,/usr/bin/glib-compile-schemas,general,x86-64,DYN,yes,dynamic,57312
fc90decabc1532873839da02b7bba7bd7396483c1fa35946e58184adf80c7f69,Benign_fc40_general,fc40,tput,/usr/bin/tput,general,x86-64,DYN,yes,dynamic,28456
7e998e9e4a811a31ea1463024e21e60f21d2b00dfa4c861ca82d9272789e72bd,Benign_fc40_general,fc40,stat,/usr/bin/stat,general,x86-64,DYN,yes,dynamic,86392
91219467c9048641f17b80eb404c2b78d18eacd0195bff9f75998a34f0a158d1,Benign_fc40_general,fc40,libnettle.so.8.8,/usr/lib64/libnettle.so.8.8,general,x86-64,DYN,no,static,366024
7e5795b0f6da66b66a271ab65be987f094311164d10dc90a0d7f9afe3b328845,Benign_fc40_general,fc40,audit_json.so,/usr/libexec/sudo/audit_json.so,general,x86-64,DYN,no,static,27936
7544bd2997fcbd130100d023ab0cc191e1ea1b7d50818673148f088ae6002827,Benign_fc40_general,fc40,alternatives,/usr/sbin/alternatives,general,x86-64,DYN,yes,dynamic,44984
248e8c5a865b06e46536d0fd7488304ddefe07629c39ee1f52090d4a83ea807a,Benign_fc40_general,fc40,libnss_resolve.so.2,/usr/lib64/libnss_resolve.so.2,general,x86-64,DYN,no,static,190960
f79c25dde25fc0f3ef486f026f0f8393e7532192a7bf84fe57405e2fd7e8ae80,Benign_fc40_general,fc40,libkmod.so.2.4.1,/usr/lib64/libkmod.so.2.4.1,general,x86-64,DYN,no,static,120144
e4967c4bcfceeb67a05520d64c13f829124744edf888241cb9e5d350f9ee1ddb,Benign_fc40_general,fc40,nl,/usr/bin/nl,general,x86-64,DYN,yes,dynamic,41136
5fea4b0bbdae54687aa41a5fea1a4f1b535cf933b92179470a1df92168fe5812,Benign_fc40_general,fc40,libtss2-tcti-device.so.0.0.0,/usr/lib64/libtss2-tcti-device.so.0.0.0,general,x86-64,DYN,no,static,28208
41861189eb10fb9fe73ffcb8c82bdbbe5f6084de78e03f15acddd1d33071c3a4,Benign_arch_fileio,arch,ar,/usr/bin/ar,fileio,x86-64,DYN,yes,dynamic,51664
dbf817bd1cdbc38bb9426e119636273cdd8e8bfd792bb41ac102806648cd21a8,Benign_arch_fileio,arch,brotli,/usr/bin/brotli,fileio,x86-64,DYN,yes,dynamic,34832
f7a4fc551da5bca1a77026c9530273224daeedfca5492665bed1c383feb42096,Benign_arch_fileio,arch,bzip2,/usr/bin/bzip2,fileio,x86-64,DYN,yes,dynamic,39000
eb647a179dc64d035752ae4f228aeaeb09261ab5fac307d6d0d38504b7f326e2,Benign_arch_fileio,arch,cp,/usr/bin/cp,fileio,x86-64,DYN,yes,dynamic,129336
7c800f6a2bd806629e3bafe54ef2321f17c88b0ec8049a265fba827f77808c5f,Benign_arch_fileio,arch,cpio,/usr/bin/cpio,fileio,x86-64,DYN,yes,dynamic,145064
ecf880fa5ddcf14f7995f4a0bcf1bb794a34ffaccde079cf30040f2b06c43735,Benign_arch_fileio,arch,cryptsetup,/usr/bin/cryptsetup,fileio,x86-64,DYN,yes,dynamic,244952
33195915f4696403e9169aaf232c4b349dbb84fbc9cc4b51186f6fa13e9397f3,Benign_arch_fileio,arch,dd,/usr/bin/dd,fileio,x86-64,DYN,yes,dynamic,80224
dd7db3e8da1775fd4f196db8a9000d5d31c20bf82f105af567bea7c3db4303d6,Benign_arch_fileio,arch,find,/usr/bin/find,fileio,x86-64,DYN,yes,dynamic,273672
93473c28694fd72bd889364107cd2770514de59780885a6a4aafca4d602e30ad,Benign_arch_fileio,arch,git,/usr/bin/git,fileio,x86-64,DYN,yes,dynamic,4899632
ffdf75b9133c3dcf0bf53896801b9e4559cb4f15031c9a2bf24821cdcddd7cc6,Benign_arch_fileio,arch,gpg,/usr/bin/gpg,fileio,x86-64,DYN,yes,dynamic,1189008
ccd7796204c1334db5858b81707ba04a43fefbc216e631090a09301aafbb35f2,Benign_arch_fileio,arch,gpg-agent,/usr/bin/gpg-agent,fileio,x86-64,DYN,yes,dynamic,374072
b34a06f87d5118a5e04568d42072cf36884a5e02d89046226ccaf08b261d1d6c,Benign_arch_fileio,arch,gpgconf,/usr/bin/gpgconf,fileio,x86-64,DYN,yes,dynamic,110008
f2795e1a47b4b73da85909498f3488daddf26f35e5c82a484abbf6f031d82006,Benign_arch_fileio,arch,gpgsm,/usr/bin/gpgsm,fileio,x86-64,DYN,yes,dynamic,517456
3e0aa8ddb52c009c608d2f1669c195925b0d9208b699f48b45132dc86fd209dd,Benign_arch_fileio,arch,gzip,/usr/bin/gzip,fileio,x86-64,DYN,yes,dynamic,97344
4ff50026d1ea31129b52406a348d514e539776841db1490d44689bd1fbd6979b,Benign_arch_fileio,arch,install,/usr/bin/install,fileio,x86-64,DYN,yes,dynamic,133440
f67a41cb488eccc3105c71f52df2ad885db23232a7c8a1845748a52c79505069,Benign_arch_fileio,arch,lz4,/usr/bin/lz4,fileio,x86-64,DYN,yes,dynamic,204928
5f63714f175eb26b475f8b52fa22ac4bdc556eecb32f4947c04c295000d87d75,Benign_arch_fileio,arch,mv,/usr/bin/mv,fileio,x86-64,DYN,yes,dynamic,137528
473b24d9ddf610bdfaa90215a3cdc5925713f0c75dae93f38ffb381169c6d45a,Benign_arch_fileio,arch,openssl,/usr/bin/openssl,fileio,x86-64,DYN,yes,dynamic,980600
f7e6961e10b1297cf58dfbca56a87127edeb4e9b6d6707af89d5b23f38b4e615,Benign_arch_fileio,arch,rename,/usr/bin/rename,fileio,x86-64,DYN,yes,dynamic,22696
d5b182ba415bf4571cb6712c96dcee160dcb317c86814879a3fda36ef46ec36b,Benign_arch_fileio,arch,rm,/usr/bin/rm,fileio,x86-64,DYN,yes,dynamic,80184
54a28722d1c664c6981bd08783b65af62395956e311eff844cb0a40ca6e24df2,Benign_arch_fileio,arch,rsync,/usr/bin/rsync,fileio,x86-64,DYN,yes,dynamic,590648
c16be69e87ba0f9c5f364e3d25060d872629e26ba9db8681ad962f4485f6f31a,Benign_arch_fileio,arch,sed,/usr/bin/sed,fileio,x86-64,DYN,yes,dynamic,117272
bcd3085610584e21e00b5b3c4a136653d4a1b9a38baa22c006ee9e882764e97e,Benign_arch_fileio,arch,shred,/usr/bin/shred,fileio,x86-64,DYN,yes,dynamic,71992
1b5cbdb8231b4eb8167338388f701102951ec6e656a5fa330dcf30f9019689bf,Benign_arch_fileio,arch,shuf,/usr/bin/shuf,fileio,x86-64,DYN,yes,dynamic,67896
2cf331c66323c0da442de35f1a321c4caea8edafe0d2b339c3009cbb5c36b660,Benign_arch_fileio,arch,sort,/usr/bin/sort,fileio,x86-64,DYN,yes,dynamic,129600
c216bb7a0fc247c224e73355e29e86d48cc3b28c2cfb0e6bd7b4bb5fab28d590,Benign_arch_fileio,arch,split,/usr/bin/split,fileio,x86-64,DYN,yes,dynamic,72440
c1aab8828de807216a1fc64573e9e418560e9c817ad8d4501dc3d669c088d122,Benign_arch_fileio,arch,sqlite3,/usr/bin/sqlite3,fileio,x86-64,DYN,yes,dynamic,2077512
8bd961dfeee3543f158f550566a66e78c713a9ad5b88432bab93b63f2bb9347c,Benign_arch_fileio,arch,tar,/usr/bin/tar,fileio,x86-64,DYN,yes,dynamic,431840
c371d9f131579662167289aaaa55b381eeb90fc54a2cb73dcbb240738b5526d3,Benign_arch_fileio,arch,tee,/usr/bin/tee,fileio,x86-64,DYN,yes,dynamic,51512
6b891870ccc1160210cce61436056830f9c0484032028283f7174a7c11caafd9,Benign_arch_fileio,arch,truncate,/usr/bin/truncate,fileio,x86-64,DYN,yes,dynamic,47416
3d767b7db18df03af4158c4f7821e2c14743e0b70c0413d07790476e390c1924,Benign_arch_fileio,arch,unzip,/usr/bin/unzip,fileio,x86-64,DYN,yes,dynamic,170120
dfd848f00738fe62b11689ad6216587fb76ec160df0b273291aaff7eb5c6f620,Benign_arch_fileio,arch,xz,/usr/bin/xz,fileio,x86-64,DYN,yes,dynamic,96920
9035fa6b01355878a33d50e1a900b0768c7675ae96dbecbd4007fd4f4a4a2cb9,Benign_arch_fileio,arch,zip,/usr/bin/zip,fileio,x86-64,DYN,yes,dynamic,240920
6b799c822798547e33f3d928d04492ca4814d4b45088786b73d700f0cc0d905a,Benign_arch_fileio,arch,zstd,/usr/bin/zstd,fileio,x86-64,DYN,yes,dynamic,193792
fafaf56704080a55d0e82c9608e90934a50bd34ad5c3f85bbe171610ae8f1fa6,Benign_arch_fileio,arch,7z,/usr/lib/7zip/7z,fileio,x86-64,DYN,yes,dynamic,702816
16964c1bcaeb37d54ad3cb57c5f0ac134caefa3dd2977a975ddb473b739f7fff,Benign_arch_fileio,arch,7za,/usr/lib/7zip/7za,fileio,x86-64,DYN,yes,dynamic,1710672
0f0b5c291c648b8f79d76b69eff26494150d39ee9622122bc8f2e7b7a2d37523,Benign_arch_fileio,arch,7zr,/usr/lib/7zip/7zr,fileio,x86-64,DYN,yes,dynamic,1186336
447355214087690e7da4aef832969aa5d31c86628482a8a355bbc7050d7ea703,Benign_arch_fileio,arch,rm,/usr/lib/bash/rm,fileio,x86-64,DYN,no,static,14296
dbd06eec5bdf8c4a85646ac6103b3ced3f9eed3840678635d90014936a762f38,Benign_arch_fileio,arch,tee,/usr/lib/bash/tee,fileio,x86-64,DYN,no,static,14328
9625c74169aa65857a76c5db03fa0dff8ba7a211e69fb72ef388d4f37abd355f,Benign_arch_general,arch,sleep,/usr/bin/sleep,general,x86-64,DYN,yes,dynamic,47416
bfd910c9714e57f127a8e96e96e87b75882608b9f020de3450bbd64abe1a4c09,Benign_arch_general,arch,setmetamode,/usr/bin/setmetamode,general,x86-64,DYN,yes,dynamic,14536
2b53de77d966a7942268ccdc6ffbffdb9eab7265204aa4ab97e285f2a080c769,Benign_arch_general,arch,sha3-384sum,/usr/lib/leancrypto/sha3-384sum,general,x86-64,DYN,yes,dynamic,22688
211e546faca4bd6050269d01f2549f47f66a0881424628e570280e52bd38fbcc,Benign_arch_general,arch,ifstat,/usr/bin/ifstat,general,x86-64,DYN,yes,dynamic,39080
4d8e4921c5f6fa80968d0299a8ce5a6a47a6375a913a7e20e1c6ca3d7d6fc6ff,Benign_arch_general,arch,outpsfheader,/usr/bin/outpsfheader,general,x86-64,DYN,yes,dynamic,14424
d59573de8835c3964ee684f609bfaafe4008eff00781ab8e0fb94ac2127c6494,Benign_arch_general,arch,pam_cap.so,/usr/lib/security/pam_cap.so,general,x86-64,DYN,yes,dynamic,14272
9ef24f0c71bce65ed4028c8858f41db71e86f59c579d2162f06d93ad23a7cd51,Benign_arch_general,arch,userdel,/usr/bin/userdel,general,x86-64,DYN,yes,dynamic,84536
8773b8ee9a0e1b2a0adf6a261c07833c6808f8b3d8505c2c2693102dd682e759,Benign_arch_general,arch,ln,/usr/bin/ln,general,x86-64,DYN,yes,dynamic,76096
7f420896419c58be1d8a2cf949aed5e49fa08edebf17a6807cb9d46089782479,Benign_arch_general,arch,e2image,/usr/bin/e2image,general,x86-64,DYN,yes,dynamic,39016
3fc5ccd58842ade4b861e039a5b247c5e9a57017d992f0f4f1bc3ec2fcb10ed1,Benign_arch_general,arch,derb,/usr/bin/derb,general,x86-64,DYN,yes,dynamic,23136
352e95b3ee590111db506d645241401b07c97ec15641e07ae78890ea23ad1852,Benign_arch_general,arch,GOST_19768-74.so,/usr/lib/gconv/GOST_19768-74.so,general,x86-64,DYN,no,static,18448
4f8b9c676db8ff3e174110d9874b62ce2cd2b98aeb44c9bb5f2b64f5e8827c96,Benign_arch_general,arch,comm,/usr/bin/comm,general,x86-64,DYN,yes,dynamic,51512
b8e2b89a02046003982fcab30a490921a00ad0d3148f11de8614f2fdedba073d,Benign_arch_general,arch,libebt_arp.so,/usr/lib/xtables/libebt_arp.so,general,x86-64,DYN,no,static,14488
1da9d6fd383bd33d254ee5a845ac7e1e5c136cedce743b1bc29bdb1b1490f134,Benign_arch_general,arch,column,/usr/bin/column,general,x86-64,DYN,yes,dynamic,51368
6529e624ae80351a542bf2e6b8a771c36bb1b0992d9eac39a3ff476de68f647b,Benign_arch_general,arch,IBM437.so,/usr/lib/gconv/IBM437.so,general,x86-64,DYN,no,static,18440
